_MEMBER_hits,_LogP_hits,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-11.355105235224055,GO:0046907,M1,1,0,GO Biological Processes,19,intracellular transport,19_GO:0051179 localization,-11.355105235224055,1.8187126140767416,7.515926356473312,18982,679,2029,132,6.505667816658453,0.5475169398034005,815211|815960|816165|816289|816310|816386|816425|816623|817387|817439|817557|818086|818180|818375|818760|819108|819687|819881|819896|820088|820233|820278|820355|820841|821248|821573|821641|821868|822103|822311|822326|822329|822375|824017|824037|824071|824109|824118|824352|824405|824604|824668|824860|825071|825119|825376|825488|826193|826966|827055|827091|827302|827637|827690|827789|827864|828105|828491|828782|828812|829118|829427|829694|830005|830160|830382|830435|830452|830702|831021|831043|831565|831680|831810|832102|832171|832340|832341|832536|832786|834108|834184|834199|834483|834614|834730|835297|835429|835435|835439|836309|836318|836325|836402|836484|836603|836725|836748|837130|837378|837404|837737|837791|837958|838077|838737|839070|839210|839305|839374|839569|839629|839749|839800|840060|840134|841312|841472|842301|842497|843093|843468|843918|844334|844339|844406|844407|2745525|2745966|3768764|3770411|5008085,VPS2.1|VSR4|TOC132|VPS35A|ATSLY1|SCY1|AT2G19080|PSB29|AT2G28390|OEP16-1|AT2G30060|NPSN11|TIM44-2|AT2G37975|AT2G41620|EMB2766|AT3G05230|PDE320|ERMO2|AT3G09320|VPS60.1|AT3G11070|SYP121|AT3G15970|PEX19-1|EHD1|AT3G20920|ARFC1|AT3G25120|AT3G26935|TOM20-3|AT3G27100|GC6|AT3G48570|AT3G48760|AT3G49100|NACA2|AT3G49560|AT3G51890|SYP122|SAC3C|AT3G55020|AT3G56930|AT3G59020|AT3G59500|ROC4|RANGAP1|AT4G00840|NIG|AT4G14160|ATBET12|IMPA-2|VPS25|VPS54|GSNAP|ZAC|AT4G01810|AT4G23910|EXT-like|VPS22|AT4G29950|AT4G32910|AT4G35410|AT4G38490|RABA4B|TOC34|AT5G05520|MOS7|SYP132|AT5G11490|AT5G11710|XPO1A|AT5G02280|RABC2A|emb2734|XIK|alpha-ADR|AT5G22780|AT5G24650|AT5G27280|AT5G41060|CIP1|AT5G41940|VPS2.2|RABA1c|VAM3|GB1|AT5G53480|VPS26A|AT5G53570|AT5G61880|AT5G61970|OXA1|PEX14|AT5G63640|LIP1|AT5G65950|RMR1|AT1G06210|SYP111|VAP27-2|SEC22|KEU|GN|AT1G15130|AT1G21380|AT1G24560|AT1G26690|AT1G01910|Tic20-I|ARV1|TOM20-2|SYP61|PEX7|AT1G31730|AT1G32410|AT1G48900|HIT1|AT1G60070|AT1G62020|AT1G67680|POK|VPS35B|ATERDJ2A|AT1G79990|RAE1|SAR3|AT2G14255|ZR3|AT3G08943|SD3|AT3G54085,-7.551784711645301,0,1,1,1,-11.355105235224055,1.9869764520645332,
1,-10.933372954092189,GO:0051649,M1,1,0,GO Biological Processes,19,establishment of localization in cell,19_GO:0051179 localization,-10.933372954092189,1.7727283572159427,7.3288324235361655,18982,723,2029,137,6.752094627895515,0.5570546182121742,815211|815960|816165|816289|816310|816386|816425|816623|817387|817439|817557|818086|818180|818375|818760|819108|819687|819881|819896|820088|820233|820278|820355|820841|821248|821573|821641|821868|822103|822311|822326|822329|822375|824017|824037|824071|824109|824118|824335|824352|824405|824604|824668|824860|825071|825119|825376|825488|826193|826966|827055|827091|827302|827512|827637|827690|827789|827864|828105|828491|828782|828812|829118|829427|829694|830005|830160|830382|830435|830452|830702|831021|831043|831565|831680|831810|832102|832171|832340|832341|832536|832786|834108|834184|834199|834483|834614|834730|835297|835429|835435|835439|836309|836318|836325|836402|836484|836603|836725|836748|837130|837378|837404|837583|837737|837791|837958|838077|838737|839062|839070|839210|839305|839374|839569|839629|839749|839800|840060|840134|841312|841472|842174|842301|842497|843093|843468|843918|844334|844339|844406|844407|2745525|2745966|3768764|3770411|5008085,VPS2.1|VSR4|TOC132|VPS35A|ATSLY1|SCY1|AT2G19080|PSB29|AT2G28390|OEP16-1|AT2G30060|NPSN11|TIM44-2|AT2G37975|AT2G41620|EMB2766|AT3G05230|PDE320|ERMO2|AT3G09320|VPS60.1|AT3G11070|SYP121|AT3G15970|PEX19-1|EHD1|AT3G20920|ARFC1|AT3G25120|AT3G26935|TOM20-3|AT3G27100|GC6|AT3G48570|AT3G48760|AT3G49100|NACA2|AT3G49560|AT3G51720|AT3G51890|SYP122|SAC3C|AT3G55020|AT3G56930|AT3G59020|AT3G59500|ROC4|RANGAP1|AT4G00840|NIG|AT4G14160|ATBET12|IMPA-2|AGD8|VPS25|VPS54|GSNAP|ZAC|AT4G01810|AT4G23910|EXT-like|VPS22|AT4G29950|AT4G32910|AT4G35410|AT4G38490|RABA4B|TOC34|AT5G05520|MOS7|SYP132|AT5G11490|AT5G11710|XPO1A|AT5G02280|RABC2A|emb2734|XIK|alpha-ADR|AT5G22780|AT5G24650|AT5G27280|AT5G41060|CIP1|AT5G41940|VPS2.2|RABA1c|VAM3|GB1|AT5G53480|VPS26A|AT5G53570|AT5G61880|AT5G61970|OXA1|PEX14|AT5G63640|LIP1|AT5G65950|RMR1|AT1G06210|SYP111|VAP27-2|PP2A-2|SEC22|KEU|GN|AT1G15130|AT1G21380|TNO1|AT1G24560|AT1G26690|AT1G01910|Tic20-I|ARV1|TOM20-2|SYP61|PEX7|AT1G31730|AT1G32410|AT1G48900|HIT1|AT1G58070|AT1G60070|AT1G62020|AT1G67680|POK|VPS35B|ATERDJ2A|AT1G79990|RAE1|SAR3|AT2G14255|ZR3|AT3G08943|SD3|AT3G54085,-7.431082426177416,0,1,0,0,-11.355105235224055,1.9869764520645332,
1,-10.0204351670766,GO:0006886,M1,1,0,GO Biological Processes,19,intracellular protein transport,19_GO:0051179 localization,-10.0204351670766,1.8818227653053712,7.06769820703676,18982,522,2029,105,5.1749630359783145,0.49178368044891896,815960|816165|816289|816310|816386|816425|816623|817387|817439|818086|818180|818760|819108|819687|819896|820088|820278|820355|821248|821641|821868|822103|822311|822326|822329|822375|824017|824037|824071|824109|824118|824352|824405|824604|824668|824860|825071|825376|825488|826193|827055|827302|827637|827789|827864|828105|828491|828812|829118|829427|829694|830005|830382|830435|830452|830702|831021|831043|831565|831810|832102|832340|832341|832536|832786|834108|834184|834199|834614|834730|835297|835429|835435|835439|836309|836318|836325|836402|836484|836603|836748|837130|837378|837791|838077|838737|839210|839305|839374|839629|839749|839800|840060|841312|842301|842497|843093|843918|844334|844339|844407|2745525|2745966|3768764|3770411,VSR4|TOC132|VPS35A|ATSLY1|SCY1|AT2G19080|PSB29|AT2G28390|OEP16-1|NPSN11|TIM44-2|AT2G41620|EMB2766|AT3G05230|ERMO2|AT3G09320|AT3G11070|SYP121|PEX19-1|AT3G20920|ARFC1|AT3G25120|AT3G26935|TOM20-3|AT3G27100|GC6|AT3G48570|AT3G48760|AT3G49100|NACA2|AT3G49560|AT3G51890|SYP122|SAC3C|AT3G55020|AT3G56930|AT3G59020|ROC4|RANGAP1|AT4G00840|AT4G14160|IMPA-2|VPS25|GSNAP|ZAC|AT4G01810|AT4G23910|VPS22|AT4G29950|AT4G32910|AT4G35410|AT4G38490|TOC34|AT5G05520|MOS7|SYP132|AT5G11490|AT5G11710|XPO1A|RABC2A|emb2734|alpha-ADR|AT5G22780|AT5G24650|AT5G27280|AT5G41060|CIP1|AT5G41940|RABA1c|VAM3|GB1|AT5G53480|VPS26A|AT5G53570|AT5G61880|AT5G61970|OXA1|PEX14|AT5G63640|LIP1|RMR1|AT1G06210|SYP111|KEU|AT1G15130|AT1G21380|AT1G26690|AT1G01910|Tic20-I|TOM20-2|SYP61|PEX7|AT1G31730|AT1G48900|AT1G60070|AT1G62020|AT1G67680|VPS35B|ATERDJ2A|AT1G79990|SAR3|AT2G14255|ZR3|AT3G08943|SD3,-6.819174634825809,0,1,0,0,-11.355105235224055,1.9869764520645332,
1,-9.576771605699378,GO:0015031,M1,1,0,GO Biological Processes,19,protein transport,19_GO:0051179 localization,-9.576771605699378,1.8096699753402947,6.8451077797024515,18982,579,2029,112,5.519960571710202,0.5069872028785292,815211|815960|816165|816289|816310|816386|816425|816623|817387|817439|818086|818180|818760|819108|819687|819896|820088|820278|820355|821248|821641|821868|822103|822311|822326|822329|822375|824017|824037|824071|824109|824118|824352|824405|824604|824668|824860|825071|825257|825376|825488|826193|827055|827302|827637|827789|827864|828105|828491|828812|829118|829427|829694|830005|830382|830435|830452|830702|830707|831021|831043|831565|831810|832102|832340|832341|832536|832786|834108|834184|834199|834483|834614|834730|835297|835429|835435|835439|836105|836309|836318|836325|836402|836484|836603|836748|837130|837378|837791|838077|838737|839128|839210|839305|839374|839629|839749|839800|840060|840321|841312|842301|842497|843093|843918|844334|844339|844407|2745525|2745966|3768764|3770411,VPS2.1|VSR4|TOC132|VPS35A|ATSLY1|SCY1|AT2G19080|PSB29|AT2G28390|OEP16-1|NPSN11|TIM44-2|AT2G41620|EMB2766|AT3G05230|ERMO2|AT3G09320|AT3G11070|SYP121|PEX19-1|AT3G20920|ARFC1|AT3G25120|AT3G26935|TOM20-3|AT3G27100|GC6|AT3G48570|AT3G48760|AT3G49100|NACA2|AT3G49560|AT3G51890|SYP122|SAC3C|AT3G55020|AT3G56930|AT3G59020|AT3G60860|ROC4|RANGAP1|AT4G00840|AT4G14160|IMPA-2|VPS25|GSNAP|ZAC|AT4G01810|AT4G23910|VPS22|AT4G29950|AT4G32910|AT4G35410|AT4G38490|TOC34|AT5G05520|MOS7|SYP132|MPB2C|AT5G11490|AT5G11710|XPO1A|RABC2A|emb2734|alpha-ADR|AT5G22780|AT5G24650|AT5G27280|AT5G41060|CIP1|AT5G41940|VPS2.2|RABA1c|VAM3|GB1|AT5G53480|VPS26A|AT5G53570|AT5G59840|AT5G61880|AT5G61970|OXA1|PEX14|AT5G63640|LIP1|RMR1|AT1G06210|SYP111|KEU|AT1G15130|AT1G21380|AT1G25420|AT1G26690|AT1G01910|Tic20-I|TOM20-2|SYP61|PEX7|AT1G31730|AT1G34220|AT1G48900|AT1G60070|AT1G62020|AT1G67680|VPS35B|ATERDJ2A|AT1G79990|SAR3|AT2G14255|ZR3|AT3G08943|SD3,-6.4724210864566425,0,1,0,0,-11.355105235224055,1.9869764520645332,
1,-9.033340489827475,GO:0045184,M1,1,0,GO Biological Processes,19,establishment of protein localization,19_GO:0051179 localization,-9.033340489827475,1.7729254073130807,6.603982881540874,18982,591,2029,112,5.519960571710202,0.5069872028785292,815211|815960|816165|816289|816310|816386|816425|816623|817387|817439|818086|818180|818760|819108|819687|819896|820088|820278|820355|821248|821641|821868|822103|822311|822326|822329|822375|824017|824037|824071|824109|824118|824352|824405|824604|824668|824860|825071|825257|825376|825488|826193|827055|827302|827637|827789|827864|828105|828491|828812|829118|829427|829694|830005|830382|830435|830452|830702|830707|831021|831043|831565|831810|832102|832340|832341|832536|832786|834108|834184|834199|834483|834614|834730|835297|835429|835435|835439|836105|836309|836318|836325|836402|836484|836603|836748|837130|837378|837791|838077|838737|839128|839210|839305|839374|839629|839749|839800|840060|840321|841312|842301|842497|843093|843918|844334|844339|844407|2745525|2745966|3768764|3770411,VPS2.1|VSR4|TOC132|VPS35A|ATSLY1|SCY1|AT2G19080|PSB29|AT2G28390|OEP16-1|NPSN11|TIM44-2|AT2G41620|EMB2766|AT3G05230|ERMO2|AT3G09320|AT3G11070|SYP121|PEX19-1|AT3G20920|ARFC1|AT3G25120|AT3G26935|TOM20-3|AT3G27100|GC6|AT3G48570|AT3G48760|AT3G49100|NACA2|AT3G49560|AT3G51890|SYP122|SAC3C|AT3G55020|AT3G56930|AT3G59020|AT3G60860|ROC4|RANGAP1|AT4G00840|AT4G14160|IMPA-2|VPS25|GSNAP|ZAC|AT4G01810|AT4G23910|VPS22|AT4G29950|AT4G32910|AT4G35410|AT4G38490|TOC34|AT5G05520|MOS7|SYP132|MPB2C|AT5G11490|AT5G11710|XPO1A|RABC2A|emb2734|alpha-ADR|AT5G22780|AT5G24650|AT5G27280|AT5G41060|CIP1|AT5G41940|VPS2.2|RABA1c|VAM3|GB1|AT5G53480|VPS26A|AT5G53570|AT5G59840|AT5G61880|AT5G61970|OXA1|PEX14|AT5G63640|LIP1|RMR1|AT1G06210|SYP111|KEU|AT1G15130|AT1G21380|AT1G25420|AT1G26690|AT1G01910|Tic20-I|TOM20-2|SYP61|PEX7|AT1G31730|AT1G34220|AT1G48900|AT1G60070|AT1G62020|AT1G67680|VPS35B|ATERDJ2A|AT1G79990|SAR3|AT2G14255|ZR3|AT3G08943|SD3,-6.008171216632365,0,1,0,0,-11.355105235224055,1.9869764520645332,
1,-8.419976392246932,GO:0070727,M1,1,0,GO Biological Processes,19,cellular macromolecule localization,19_GO:0051179 localization,-8.419976392246932,1.6788177789633525,6.288553996765642,18982,691,2029,124,6.1113849186791525,0.5317839946591857,815960|816165|816289|816310|816386|816425|816623|817387|817439|818086|818180|818760|819108|819687|819896|819903|820088|820278|820355|820414|821248|821641|821868|822103|822311|822326|822329|822375|824017|824037|824071|824109|824118|824352|824405|824589|824604|824668|824860|825071|825257|825376|825452|825488|826193|826539|827055|827302|827637|827789|827864|828105|828491|828587|828812|829118|829427|829694|830005|830382|830435|830452|830702|831021|831035|831043|831565|831809|831810|831919|832102|832340|832341|832536|832786|833470|833705|834108|834184|834199|834430|834614|834730|835297|835429|835435|835439|836309|836318|836325|836402|836484|836603|836748|837130|837378|837583|837791|838077|838737|839210|839305|839323|839374|839521|839629|839749|839800|840060|840134|840336|841312|842301|842497|843093|843909|843918|844334|844339|844407|2745525|2745966|3768764|3770411,VSR4|TOC132|VPS35A|ATSLY1|SCY1|AT2G19080|PSB29|AT2G28390|OEP16-1|NPSN11|TIM44-2|AT2G41620|EMB2766|AT3G05230|ERMO2|GSL10|AT3G09320|AT3G11070|SYP121|ITN1|PEX19-1|AT3G20920|ARFC1|AT3G25120|AT3G26935|TOM20-3|AT3G27100|GC6|AT3G48570|AT3G48760|AT3G49100|NACA2|AT3G49560|AT3G51890|SYP122|SCR|SAC3C|AT3G55020|AT3G56930|AT3G59020|AT3G60860|ROC4|AtATG18a|RANGAP1|AT4G00840|GIP1|AT4G14160|IMPA-2|VPS25|GSNAP|ZAC|AT4G01810|AT4G23910|AT4G24840|VPS22|AT4G29950|AT4G32910|AT4G35410|AT4G38490|TOC34|AT5G05520|MOS7|SYP132|AT5G11490|NOXY2|AT5G11710|XPO1A|EXO70A1|RABC2A|JKD|emb2734|alpha-ADR|AT5G22780|AT5G24650|AT5G27280|AT5G35160|AT5G37310|AT5G41060|CIP1|AT5G41940|CAD1|RABA1c|VAM3|GB1|AT5G53480|VPS26A|AT5G53570|AT5G61880|AT5G61970|OXA1|PEX14|AT5G63640|LIP1|RMR1|AT1G06210|SYP111|PP2A-2|KEU|AT1G15130|AT1G21380|AT1G26690|AT1G01910|SPI|Tic20-I|RRP4|TOM20-2|SYP61|PEX7|AT1G31730|AT1G32410|AT1G34350|AT1G48900|AT1G60070|AT1G62020|AT1G67680|AT1G75760|VPS35B|ATERDJ2A|AT1G79990|SAR3|AT2G14255|ZR3|AT3G08943|SD3,-5.519745855660122,0,1,0,0,-11.355105235224055,1.9869764520645332,
1,-8.248912030037822,GO:0008104,M1,1,0,GO Biological Processes,19,protein localization,19_GO:0051179 localization,-8.248912030037822,1.6457309472726656,6.194453228183506,18982,739,2029,130,6.407097092163627,0.5436396046533354,815211|815960|816165|816289|816310|816386|816425|816623|817387|817439|818086|818180|818760|819108|819687|819896|820088|820278|820355|820414|821248|821641|821868|822103|822311|822326|822329|822375|822736|824017|824037|824071|824109|824118|824330|824352|824405|824589|824604|824668|824860|825071|825257|825376|825452|825488|826193|826497|826539|827055|827302|827637|827789|827864|828105|828491|828587|828812|829118|829427|829694|830005|830382|830435|830452|830702|830707|831021|831043|831565|831809|831810|831919|832102|832340|832341|832523|832536|832786|833470|833705|834108|834184|834199|834483|834614|834730|835046|835297|835429|835435|835439|836105|836309|836318|836325|836402|836484|836603|836748|837130|837378|837583|837791|838077|838737|839128|839210|839305|839374|839629|839749|839800|839949|840060|840134|840321|841312|842301|842497|843093|843909|843918|844334|844339|844407|2745525|2745966|3768764|3770411,VPS2.1|VSR4|TOC132|VPS35A|ATSLY1|SCY1|AT2G19080|PSB29|AT2G28390|OEP16-1|NPSN11|TIM44-2|AT2G41620|EMB2766|AT3G05230|ERMO2|AT3G09320|AT3G11070|SYP121|ITN1|PEX19-1|AT3G20920|ARFC1|AT3G25120|AT3G26935|TOM20-3|AT3G27100|GC6|RGF4|AT3G48570|AT3G48760|AT3G49100|NACA2|AT3G49560|AT3G51670|AT3G51890|SYP122|SCR|SAC3C|AT3G55020|AT3G56930|AT3G59020|AT3G60860|ROC4|AtATG18a|RANGAP1|AT4G00840|AT4G09160|GIP1|AT4G14160|IMPA-2|VPS25|GSNAP|ZAC|AT4G01810|AT4G23910|AT4G24840|VPS22|AT4G29950|AT4G32910|AT4G35410|AT4G38490|TOC34|AT5G05520|MOS7|SYP132|MPB2C|AT5G11490|AT5G11710|XPO1A|EXO70A1|RABC2A|JKD|emb2734|alpha-ADR|AT5G22780|TTG1|AT5G24650|AT5G27280|AT5G35160|AT5G37310|AT5G41060|CIP1|AT5G41940|VPS2.2|RABA1c|VAM3|EXO84B|GB1|AT5G53480|VPS26A|AT5G53570|AT5G59840|AT5G61880|AT5G61970|OXA1|PEX14|AT5G63640|LIP1|RMR1|AT1G06210|SYP111|PP2A-2|KEU|AT1G15130|AT1G21380|AT1G25420|AT1G26690|AT1G01910|Tic20-I|TOM20-2|SYP61|PEX7|AT1G30690|AT1G31730|AT1G32410|AT1G34220|AT1G48900|AT1G60070|AT1G62020|AT1G67680|AT1G75760|VPS35B|ATERDJ2A|AT1G79990|SAR3|AT2G14255|ZR3|AT3G08943|SD3,-5.399834015898392,0,1,0,0,-11.355105235224055,1.9869764520645332,
1,-8.13901592764817,GO:0034613,M1,1,0,GO Biological Processes,19,cellular protein localization,19_GO:0051179 localization,-8.13901592764817,1.6853908404471047,6.1757618930500255,18982,655,2029,118,5.815672745194677,0.5195750363075585,815960|816165|816289|816310|816386|816425|816623|817387|817439|818086|818180|818760|819108|819687|819896|820088|820278|820355|820414|821248|821641|821868|822103|822311|822326|822329|822375|824017|824037|824071|824109|824118|824352|824405|824589|824604|824668|824860|825071|825257|825376|825452|825488|826193|826539|827055|827302|827637|827789|827864|828105|828491|828587|828812|829118|829427|829694|830005|830382|830435|830452|830702|831021|831043|831565|831809|831810|831919|832102|832340|832341|832536|832786|833470|833705|834108|834184|834199|834614|834730|835297|835429|835435|835439|836309|836318|836325|836402|836484|836603|836748|837130|837378|837583|837791|838077|838737|839210|839305|839374|839629|839749|839800|840060|840134|841312|842301|842497|843093|843909|843918|844334|844339|844407|2745525|2745966|3768764|3770411,VSR4|TOC132|VPS35A|ATSLY1|SCY1|AT2G19080|PSB29|AT2G28390|OEP16-1|NPSN11|TIM44-2|AT2G41620|EMB2766|AT3G05230|ERMO2|AT3G09320|AT3G11070|SYP121|ITN1|PEX19-1|AT3G20920|ARFC1|AT3G25120|AT3G26935|TOM20-3|AT3G27100|GC6|AT3G48570|AT3G48760|AT3G49100|NACA2|AT3G49560|AT3G51890|SYP122|SCR|SAC3C|AT3G55020|AT3G56930|AT3G59020|AT3G60860|ROC4|AtATG18a|RANGAP1|AT4G00840|GIP1|AT4G14160|IMPA-2|VPS25|GSNAP|ZAC|AT4G01810|AT4G23910|AT4G24840|VPS22|AT4G29950|AT4G32910|AT4G35410|AT4G38490|TOC34|AT5G05520|MOS7|SYP132|AT5G11490|AT5G11710|XPO1A|EXO70A1|RABC2A|JKD|emb2734|alpha-ADR|AT5G22780|AT5G24650|AT5G27280|AT5G35160|AT5G37310|AT5G41060|CIP1|AT5G41940|RABA1c|VAM3|GB1|AT5G53480|VPS26A|AT5G53570|AT5G61880|AT5G61970|OXA1|PEX14|AT5G63640|LIP1|RMR1|AT1G06210|SYP111|PP2A-2|KEU|AT1G15130|AT1G21380|AT1G26690|AT1G01910|Tic20-I|TOM20-2|SYP61|PEX7|AT1G31730|AT1G32410|AT1G48900|AT1G60070|AT1G62020|AT1G67680|AT1G75760|VPS35B|ATERDJ2A|AT1G79990|SAR3|AT2G14255|ZR3|AT3G08943|SD3,-5.3462484068606955,0,1,0,0,-11.355105235224055,1.9869764520645332,
1,-8.100792200869067,GO:0015833,M1,1,0,GO Biological Processes,19,peptide transport,19_GO:0051179 localization,-8.100792200869067,1.709296763004944,6.175793202647904,18982,613,2029,112,5.519960571710202,0.5069872028785292,815211|815960|816165|816289|816310|816386|816425|816623|817387|817439|818086|818180|818760|819108|819687|819896|820088|820278|820355|821248|821641|821868|822103|822311|822326|822329|822375|824017|824037|824071|824109|824118|824352|824405|824604|824668|824860|825071|825257|825376|825488|826193|827055|827302|827637|827789|827864|828105|828491|828812|829118|829427|829694|830005|830382|830435|830452|830702|830707|831021|831043|831565|831810|832102|832340|832341|832536|832786|834108|834184|834199|834483|834614|834730|835297|835429|835435|835439|836105|836309|836318|836325|836402|836484|836603|836748|837130|837378|837791|838077|838737|839128|839210|839305|839374|839629|839749|839800|840060|840321|841312|842301|842497|843093|843918|844334|844339|844407|2745525|2745966|3768764|3770411,VPS2.1|VSR4|TOC132|VPS35A|ATSLY1|SCY1|AT2G19080|PSB29|AT2G28390|OEP16-1|NPSN11|TIM44-2|AT2G41620|EMB2766|AT3G05230|ERMO2|AT3G09320|AT3G11070|SYP121|PEX19-1|AT3G20920|ARFC1|AT3G25120|AT3G26935|TOM20-3|AT3G27100|GC6|AT3G48570|AT3G48760|AT3G49100|NACA2|AT3G49560|AT3G51890|SYP122|SAC3C|AT3G55020|AT3G56930|AT3G59020|AT3G60860|ROC4|RANGAP1|AT4G00840|AT4G14160|IMPA-2|VPS25|GSNAP|ZAC|AT4G01810|AT4G23910|VPS22|AT4G29950|AT4G32910|AT4G35410|AT4G38490|TOC34|AT5G05520|MOS7|SYP132|MPB2C|AT5G11490|AT5G11710|XPO1A|RABC2A|emb2734|alpha-ADR|AT5G22780|AT5G24650|AT5G27280|AT5G41060|CIP1|AT5G41940|VPS2.2|RABA1c|VAM3|GB1|AT5G53480|VPS26A|AT5G53570|AT5G59840|AT5G61880|AT5G61970|OXA1|PEX14|AT5G63640|LIP1|RMR1|AT1G06210|SYP111|KEU|AT1G15130|AT1G21380|AT1G25420|AT1G26690|AT1G01910|Tic20-I|TOM20-2|SYP61|PEX7|AT1G31730|AT1G34220|AT1G48900|AT1G60070|AT1G62020|AT1G67680|VPS35B|ATERDJ2A|AT1G79990|SAR3|AT2G14255|ZR3|AT3G08943|SD3,-5.3462484068606955,0,1,0,0,-11.355105235224055,1.9869764520645332,
1,-7.992413983544131,GO:0042886,M1,1,0,GO Biological Processes,19,amide transport,19_GO:0051179 localization,-7.992413983544131,1.6928723978502191,6.118699462701679,18982,630,2029,114,5.618531296205027,0.5112269548413565,815211|815960|816165|816289|816310|816386|816425|816623|817387|817439|818086|818180|818760|819108|819687|819896|820088|820278|820355|821248|821641|821868|822103|822311|822326|822329|822375|824017|824037|824071|824109|824118|824352|824405|824604|824668|824860|825071|825257|825376|825488|826193|827055|827302|827637|827789|827864|828105|828491|828812|829118|829427|829694|830005|830382|830435|830452|830702|830707|831021|831043|831565|831810|832102|832340|832341|832536|832786|834108|834184|834199|834483|834614|834730|835297|835429|835435|835439|836105|836309|836318|836325|836402|836484|836603|836748|836770|837130|837378|837791|838077|838737|839128|839210|839305|839374|839629|839749|839800|840060|840321|841312|842301|842497|843093|843918|844192|844334|844339|844407|2745525|2745966|3768764|3770411,VPS2.1|VSR4|TOC132|VPS35A|ATSLY1|SCY1|AT2G19080|PSB29|AT2G28390|OEP16-1|NPSN11|TIM44-2|AT2G41620|EMB2766|AT3G05230|ERMO2|AT3G09320|AT3G11070|SYP121|PEX19-1|AT3G20920|ARFC1|AT3G25120|AT3G26935|TOM20-3|AT3G27100|GC6|AT3G48570|AT3G48760|AT3G49100|NACA2|AT3G49560|AT3G51890|SYP122|SAC3C|AT3G55020|AT3G56930|AT3G59020|AT3G60860|ROC4|RANGAP1|AT4G00840|AT4G14160|IMPA-2|VPS25|GSNAP|ZAC|AT4G01810|AT4G23910|VPS22|AT4G29950|AT4G32910|AT4G35410|AT4G38490|TOC34|AT5G05520|MOS7|SYP132|MPB2C|AT5G11490|AT5G11710|XPO1A|RABC2A|emb2734|alpha-ADR|AT5G22780|AT5G24650|AT5G27280|AT5G41060|CIP1|AT5G41940|VPS2.2|RABA1c|VAM3|GB1|AT5G53480|VPS26A|AT5G53570|AT5G59840|AT5G61880|AT5G61970|OXA1|PEX14|AT5G63640|LIP1|RMR1|FOLT1|AT1G06210|SYP111|KEU|AT1G15130|AT1G21380|AT1G25420|AT1G26690|AT1G01910|Tic20-I|TOM20-2|SYP61|PEX7|AT1G31730|AT1G34220|AT1G48900|AT1G60070|AT1G62020|AT1G67680|VPS35B|AT1G78560|ATERDJ2A|AT1G79990|SAR3|AT2G14255|ZR3|AT3G08943|SD3,-5.303881264510152,0,1,0,0,-11.355105235224055,1.9869764520645332,
